order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD392682,ID1449266796,2019-04-01,Bakers,"[('Candle Inferno', 2), ('Toshika 750', 1), ('Universe Note', 1), ('pearTV', 1)]",14940,65.28,-37.8163297,144.9852803,0,15005.28,Autumn,False,1.1238,three stars ok but keys are too small,True
ORD079250,ID0370478005,2019-12-18,Bakers,"[('Toshika 750', 1), ('iStream', 2), ('Alcon 10', 1)]",13570,100.45,-37.8083358,145.0117785,5,12991.95,Summer,True,1.4669,great for the money good price good phone,True
ORD483252,ID2975268834,2019-04-18,Bakers,"[('iAssist Line', 2), ('Thunder line', 2), ('Lucent 330S', 1), ('iStream', 2)]",10340,50.46,-37.8223835,144.9973513,5,9873.46,Autumn,False,1.3915,"the phone is not unlocked to use outside of us. i bought this phone thinking that it was unlocked, but it was not. the phone doesn't work in costa rica where i live. i tried to get the unlock code with the vendor, but they insisted that the phone is unlocked. a waste of time and money.",False
ORD026523,ID4350551012,2019-01-17,Thompson,"[('Toshika 750', 1), ('pearTV', 2)]",16940,87.86,-37.799333,144.963155,0,17027.86,Summer,False,2.0511,"great value for a great product love this phone. arrived looking brand new, been a droid fan forever but would never go back. this company delivered what they promised, if i ever need another phone i would definitely buy from them!",True
ORD198460,ID6167344376,2019-11-01,Nickolson,"[('Alcon 10', 2), ('pearTV', 1), ('Lucent 330S', 2), ('Olivia x460', 2)]",29120,76.35,-37.8118508,144.96749609999995,10,26284.35,Spring,False,0.7722,five stars nice phone still trying to figure it out though. my first smart phone,True
ORD365961,ID2288769446,2019-06-23,Bakers,"[('Alcon 10', 1), ('iAssist Line', 2), ('Toshika 750', 1)]",17720,80.25,-37.8022904,145.0033602,0,17800.25,Winter,True,1.1166,the best absolute amazing phone! by far the best phone i have ever owned. had the note 3 and loved it and then had the alcon 6s olus. never going back to pear and so refreshing to have a note again. battery lasts me all day and the screen is unreal,True
ORD106029,ID0367132897,2019-04-21,Nickolson,"[('Universe Note', 1), ('Alcon 10', 2)]",21350,66.18,-37.8092779,144.9738332,15,18213.68,Autumn,False,1.1034,"excellent phone! great phone!! it works smoothly and its fast! it looks very nice and isn't heavy at all. comes with lots of nice features including a whole bunch of google apps. the camera is okay but honestly for the price, this phone is a steal! don't think twice about getting this phone 5/5",True
ORD057539,ID1899315556,2019-05-06,Thompson,"[('Alcon 10', 2), ('Thunder line', 2), ('Olivia x460', 1), ('Toshika 750', 1)]",27805,40.795,-37.82313,144.93784,5,26455.545,Autumn,True,1.419,great! this phone is really nice works great for the price my only problem is the volume buttons are in a awkward place witch took a little getting used to and the front facing camera has slight a lack of color,True
ORD421702,ID0355818807,2019-04-20,Bakers,"[('Olivia x460', 1), ('iAssist Line', 2), ('Lucent 330S', 1)]",6905,48.98,-37.8102664,144.9977363,0,6953.98,Autumn,False,0.2223,sound quality is poor the phone has to be held with the bottom of the phone pointing at your mouth for the microphone to pick up your voice. the camera focus is slow.,False
ORD399925,ID1479928042,2019-11-29,Thompson,"[('pearTV', 1), ('iAssist Line', 1), ('Alcon 10', 2), ('Lucent 330S', 1)]",27665,104.47,-37.8208117,144.9550899,15,23619.72,Spring,True,1.1482,five stars the best with t-moblie,True
ORD051232,ID0650272644,2019-05-02,Bakers,"[('iAssist Line', 2), ('Alcon 10', 2), ('Candle Inferno', 2)]",23210,80.87,-37.8105137,144.98078619999995,0,23290.87,Autumn,True,1.2717,"easy to use, fast, sleek and battery holds good charge , happy with it",True
ORD442183,ID6167344528,2019-10-22,Nickolson,"[('iStream', 2), ('Candle Inferno', 1), ('Toshika 750', 2)]",9370,97.41,-37.8146708,144.96913080000004,15,8061.91,Spring,True,0.4384,four stars i like it but the battery just runs out pretty quick. don't like that at all.,True
ORD436143,ID0767752603,2019-03-29,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 2)]",20360,55.16,-37.8021231,144.96985990000005,0,20415.16,Autumn,False,1.8338,one star phone lasted 5 months before battery died,False
ORD016224,ID2187983886,2019-02-20,Nickolson,"[('Lucent 330S', 1), ('Candle Inferno', 2), ('Alcon 10', 1), ('Universe Note', 1)]",14490,92.51,-37.8120494,144.970453,5,13858.01,Summer,True,0.7329,"the phone works well but i feel that it might ... the phone works well but i feel that it might have been used by a previous owner, i bought it as a ""new"" phone.",True
ORD490526,ID0247024620,2019-09-23,Nickolson,"[('Thunder line', 2), ('iStream', 2)]",4660,72.38,-37.8151483,144.9690846,10,4266.38,Spring,False,0.3859,grrat phone great purchase. i love olivia products. would definitrly buy a phone from digico again !,True
ORD335215,ID4520380527,2019-04-18,Thompson,"[('Thunder line', 2), ('Alcon 10', 2), ('Olivia x460', 1)]",23485,116.37,-37.8146754,144.9577519,25,17730.12,Autumn,True,0.9656,good my wife loves it. she is not technically savey but it suits her purposes.,True
ORD427903,ID0746909156,2019-11-13,Bakers,"[('Toshika 750', 2), ('Candle Inferno', 2), ('Lucent 330S', 2)]",11960,86.23,-37.8201595,145.0139816,25,9056.23,Spring,False,1.9997,"amazing mejor teléfono, calidad precio",True
ORD333465,ID0443302587,2019-11-16,Bakers,"[('iStream', 2), ('Toshika 750', 2)]",8940,117.975,-37.8114152,145.0050906,10,8163.975,Spring,False,0.8813,s 10 olivia love the new phone,True
ORD463603,ID0266737786,2019-01-22,Nickolson,"[('Toshika 750', 1), ('Lucent 330S', 2), ('Alcon 10', 2), ('pearTV', 2)]",37300,60.89,-37.822152,144.980623,0,37360.89,Summer,False,1.051,it's so slow it's so slow,False
ORD167673,ID3832156476,2019-01-15,Bakers,"[('pearTV', 2), ('Olivia x460', 2)]",15070,101.29,-37.8059765,145.01378,10,13664.29,Summer,True,1.6915,double check before buying phone arrived in great shape! very easy to set up. on day 2 of using it my battery was at 20% after 4 hours at work! has not been any better since either,True
ORD163414,ID0372993330,2019-05-04,Bakers,"[('pearTV', 1), ('Lucent 330S', 2), ('Thunder line', 2)]",13130,53.93,-37.8076398,144.98091259999995,5,12527.43,Autumn,False,1.2864,"disappointed i just bought this phone, i was so disappointed when i took it to verizon, i was shocked when they showed me that the sim card tray or sim card holder is missing. disappointed",False
ORD406180,ID0781155240,2019-02-02,Thompson,"[('Alcon 10', 1), ('pearTV', 2), ('Candle Inferno', 2), ('iAssist Line', 2)]",26880,39.84,-37.8009533,144.9429625,10,24231.84,Summer,False,1.3537,"far beyond expectations! the phone came in excellent condition, i can’t believe is not brand new, because it definitely looks and feel like it! battery life and performance far beyond expectations. excellent buy, i would buy from the again anytime! 10/10 i am extremely happy with the phone!",True
ORD224967,ID0207093578,2019-09-29,Bakers,"[('iAssist Line', 2), ('pearTV', 1), ('Alcon 10', 1), ('Thunder line', 2)]",24070,79.64,-37.8012586,145.00513080000005,0,24149.64,Spring,False,1.3054,"impressive phone a phone with a large screen was what we were looking to buy, when we found this one. we are overall pleased so far with all aspects of this purchase!",True
ORD362867,ID2181268844,2019-06-08,Thompson,"[('iAssist Line', 1), ('Thunder line', 2), ('Olivia x460', 1), ('pearTV', 2)]",20430,67.18,-37.81093370000001,144.959358,25,15389.68,Winter,False,1.098,"very nice phone. i had it for two weeks now ... very nice phone. i had it for two weeks now and works great , i live in honduras c.a ,super fast , love this color,",True
ORD110315,ID0370242273,2019-12-15,Nickolson,"[('Toshika 750', 1), ('Universe Note', 2), ('Lucent 330S', 2)]",13680,83.73,-37.8004833,144.9705365,10,12395.73,Summer,False,2.018,five stars good. i have received the product with the sample and quality as required.,True
ORD340946,ID0579507946,2019-01-04,Thompson,"[('iStream', 1), ('Alcon 10', 2), ('Candle Inferno', 1)]",18480,83.69,-37.8137982,144.9484119,25,13943.69,Summer,True,0.1721,"works as expected. i enjoy reading newspaper articles, books, as well as banking apps and social media tools.",True
ORD455998,ID1492169260,2019-10-23,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 1), ('Candle Inferno', 2), ('Alcon 10', 2)]",22215,86.32,-37.8004515,144.96398159999995,25,16747.57,Spring,False,2.0158,"great design, it's such a beautiful phone great design, it's such a beautiful phone, it got an excellent battery life and also a high performance, installed android 7.0 and it was better than expected",True
ORD218298,ID0579478244,2019-11-15,Thompson,"[('Lucent 330S', 2), ('iAssist Line', 1), ('Universe Note', 2)]",11585,77.51,-37.8205184,144.9536554,10,10504.01,Spring,False,1.0479,"four stars great product, good service.",True
ORD062204,ID4544561903,2019-12-22,Nickolson,"[('iAssist Line', 2), ('iStream', 1), ('Toshika 750', 1), ('Candle Inferno', 1)]",9350,72.79,-37.8112768,144.9730519,0,9422.79,Summer,False,0.8709,"great 1st phone for my daughter... love this phone. purchased for my daughter to use as her first phone. she loves it. it take great pictures , has 8 gb :)",True
ORD407576,ID0269335005,2019-12-28,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 2), ('Universe Note', 1)]",23800,93.78,-37.8183459,144.9793004,0,23893.78,Summer,True,0.8578,"office in you're hand.... product is excellent, still works well....",True
ORD143998,ID0746340956,2019-05-18,Bakers,"[('Universe Note', 1), ('Lucent 330S', 2)]",5910,65.65,-37.8031686,144.9959577,10,5384.65,Autumn,False,0.7627,absolutely love it! i use it for everything!i tell my friends and clients that it’s the daughter i never had. i ask her to do something and she doesn’t complain! i wish i bought the 2package deal :( i truly needed one in my work room. i kick myself for it.,True
ORD084697,ID2151742998,2019-01-18,Thompson,"[('iStream', 2), ('Alcon 10', 1), ('Thunder line', 1), ('Toshika 750', 1)]",15750,100.92,-37.82221610000001,144.93129309999995,5,15063.42,Summer,True,1.7473,"this phone is great but missing the voice answer feature i love this phone, but i wish it had voice answer like olivia. example, the ability to be able to answer the phone by saying the word answer and to decline a call by saying the word reject.",True
ORD324342,ID0591432780,2019-04-23,Nickolson,"[('Thunder line', 2), ('Lucent 330S', 2)]",6820,32.355,-37.819554,144.96324280000005,15,5829.355,Autumn,False,0.5649,"pretty good i'm not providing a review of the phone itself, however beware: the posting indicates very specifically that there is a sim included in the box, but there most definitely is not. here's hoping i don't have to pay too much more at my carrier to get one.",True
ORD459143,ID2705184152,2019-03-20,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 1), ('Universe Note', 1), ('Lucent 330S', 2)]",15720,62.22,-37.8200291,144.968851,0,15782.22,Autumn,False,0.1711,five stars bought as a gift for my son. he loves it.,True
ORD401411,ID0575434498,2019-12-29,Nickolson,"[('Universe Note', 1), ('Candle Inferno', 1)]",3880,76.18,-37.8188878,144.98179309999998,15,3374.18,Summer,False,1.077,awesome buy product works great came in better condition then posted ive had this phone for some months and havent had a problem yet wish battery lasted longer but i think thats the case with any phone would suggest buying a portable charger to use while your not close to a plug in.,True
ORD324072,ID2142220736,2019-04-15,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 1), ('Thunder line', 1), ('Olivia x460', 2)]",7520,61.86,-37.8104585,144.9440867,0,7581.86,Autumn,False,0.3599,"worth the 💲💲 very good, worth the money, a few problems with data connectivity but nothing you can't get over",True
ORD426201,ID3189789233,2019-02-01,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 2)]",3680,85.65,-37.803975,144.9678074,0,3765.65,Summer,True,1.6347,"very intrusive, so i turn it off",False
ORD468520,ID6167413274,2019-12-13,Nickolson,"[('iStream', 2), ('Candle Inferno', 2), ('iAssist Line', 1), ('Thunder line', 2)]",7745,93.72,-37.8151881,144.96031619999997,15,6676.97,Summer,True,0.8963,five stars beautiful phone that was a synch to setup with tmobile.,True
ORD344097,ID0387153082,2019-07-31,Thompson,"[('pearTV', 2), ('iStream', 2), ('Thunder line', 2)]",17280,78.33,-37.8051044,144.9521935,0,17358.33,Winter,True,0.9555,"so good according to gift, so far, so good according to receipiant",True
ORD288240,ID0248266307,2019-06-27,Bakers,"[('Thunder line', 2), ('iAssist Line', 2)]",8810,82.11,-37.8249062,144.9911605,5,8451.61,Winter,True,1.6979,great product. wakes me up every morning on time!,True
ORD174987,ID0227770511,2019-12-04,Bakers,"[('Lucent 330S', 1), ('Alcon 10', 1)]",10180,96.09,-37.8016271,144.9869375,0,10276.09,Summer,True,1.1833,go pear very satisfied with the ipad,True
ORD002694,ID0387152925,2019-09-27,Thompson,"[('iStream', 1), ('Toshika 750', 2), ('Candle Inferno', 1), ('iAssist Line', 2)]",13670,37.775,-37.80622,144.9448585,25,10290.275,Spring,False,0.7442,like this so much bought another one for my daughter.,True
ORD199115,ID6167236655,2019-01-04,Nickolson,"[('Olivia x460', 2), ('Candle Inferno', 1)]",2880,80.85,-37.8115745,144.9642719,15,2528.85,Summer,True,0.909,"bad phone nothing but problems. turns off by itself, the battery life sucks, and it just wasn't a good purchase. i want to send it back today. tried to give it a chance but it's no good.",False
ORD459001,ID3555788059,2019-10-21,Thompson,"[('Alcon 10', 2), ('Universe Note', 2), ('Thunder line', 1), ('iStream', 2)]",27280,77.59,-37.8071758,144.9399015,0,27357.59,Spring,False,0.8785,five stars is the best phone,True
ORD346271,ID0475511486,2019-07-01,Thompson,"[('Toshika 750', 2), ('Olivia x460', 1), ('iAssist Line', 2), ('Lucent 330S', 2)]",16775,66.11,-37.8010756,144.95293940000005,5,16002.36,Winter,False,1.3904,five stars great phone.,True
ORD198154,ID0709977748,2019-06-22,Thompson,"[('Toshika 750', 1), ('Olivia x460', 2), ('iAssist Line', 1), ('iStream', 2)]",9295,78.64,-37.8154856,144.935486,15,7979.39,Winter,True,1.0656,five stars great product and service.,True
ORD110880,ID1224869101,2019-09-28,Thompson,"[('Universe Note', 1), ('iAssist Line', 2), ('Toshika 750', 1)]",12220,98.62,-37.813523,144.941156,10,11096.62,Spring,True,0.5285,photo buff loves this phone! i love this phone and its 16 mp camera. it has awesome edit features and is so easy to adjust focus and exposure by just tapping the screen. love it.,True
ORD106678,ID5402983337,2019-09-29,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 1), ('iAssist Line', 1)]",9555,101.26,-37.8194929,144.9631072,5,9178.51,Spring,True,0.5754,cant go wrong with this one bought as a replacement for the same phone that i cracked the screen on. i love the battery life on this phone as you can see i bought it a second time.,True
ORD411537,ID2383211224,2019-04-09,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 1)]",13270,64.18,-37.813514,144.96563730000005,15,11343.68,Autumn,False,0.6621,great phone great phone. works great. big phone. battery lasts me all night at work. works great for gophone at&t. good service. a+++,True
ORD142730,ID4299945073,2019-07-16,Bakers,"[('pearTV', 1), ('Toshika 750', 1), ('Olivia x460', 2)]",13080,81.55,-37.8140635,145.01287219999998,0,13161.55,Winter,True,1.6161,we enjoy it,True
ORD057731,ID6167191698,2019-12-15,Thompson,"[('Toshika 750', 2), ('Thunder line', 1), ('pearTV', 1), ('iStream', 1)]",17280,78.77,-37.8188994,144.9549157,5,16494.77,Summer,True,0.978,"horrible phone i understand that it is refurbished but i just opened this phone to activate it and it barely turns on, the battery life is non existent. whoever the seller is should be ashamed of themselves for sending out a device that is crap!!!",False
ORD037818,ID0054404478,2019-01-13,Thompson,"[('Candle Inferno', 2), ('Thunder line', 1)]",3040,80.0,-37.8001078,144.9494538,5,2968.0,Summer,False,1.4144,great balue very clean refurbished phonr,True
ORD057409,ID0846571201,2019-12-16,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Toshika 750', 2)]",18020,50.18,-37.8184296,144.9688448,10,16268.18,Summer,False,0.0648,it must have not been put back together right i bought this phone for my wife and we were very disappointed with it it was dropped one time from about 2 and 1/2 to 3 ft it shut off and never turn back on,False
ORD178213,ID2207661051,2019-07-12,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('Thunder line', 2), ('iStream', 2)]",6320,69.47,-37.7997331,144.94602890000004,25,4809.47,Winter,False,1.4434,wonderful phone for the money wonderful phone for the money. beautifully layed out and looks like the alcon x. only negative is the camera quality.,True
ORD481621,ID0131247404,2019-06-08,Nickolson,"[('Toshika 750', 2), ('iStream', 1), ('Candle Inferno', 1)]",9220,79.32,-37.8142123,144.9612641,25,6994.32,Winter,True,0.877,very satisfied with the thunder. iassist now controls the lights in my family room and my wife can listen to jimmy buffet by just asking iassist.,True
ORD462447,ID6167357844,2019-01-09,Nickolson,"[('iAssist Line', 1), ('Lucent 330S', 2), ('Toshika 750', 2), ('Alcon 10', 2)]",31225,76.45,-37.8074428,144.9713623,0,31301.45,Summer,False,1.2516,ok i hope it last. after 4 months still running strong,True
ORD406730,ID0591351410,2019-01-17,Nickolson,"[('Toshika 750', 1), ('Thunder line', 2), ('iAssist Line', 2)]",13130,75.32,-37.82119470000001,144.9562208,0,13205.32,Summer,False,1.2074,five stars great looks and fantastic phone. the dual sim works as expected.,True
ORD237737,ID0301548220,2019-07-23,Bakers,"[('iStream', 1), ('Toshika 750', 1)]",4470,64.49,-37.8065557,144.9852247,5,4310.99,Winter,False,0.9598,love it... item as describe....easy to use,True
ORD325457,ID0055931058,2019-02-20,Thompson,"[('Candle Inferno', 1), ('iAssist Line', 2)]",4880,67.76,-37.8120653,144.9465208,15,4215.76,Summer,False,0.0831,good quality good quality!! bought it for my mom in cuba and she loved it,True
ORD270380,ID1283643429,2019-04-13,Nickolson,"[('pearTV', 2), ('iAssist Line', 1)]",14845,68.31,-37.80029310000001,144.96556769999995,10,13428.81,Autumn,False,2.0672,best phone ever best phone i have ever owned. data transferred to this phone quickly. set up was simple with easy instructions on phone. camera takes great pictured. i highly recommend the pixel 2 xl.,True
ORD092679,ID2207974407,2019-03-11,Thompson,"[('pearTV', 1), ('Lucent 330S', 2)]",8770,80.69,-37.8028643,144.94809840000005,5,8412.19,Autumn,True,1.0956,"clear pics and videos bought this phone for my grandaughter. slim and neat, clear image. love it!!!-",True
ORD159793,ID0547586437,2019-08-30,Bakers,"[('Alcon 10', 2), ('Lucent 330S', 2)]",20360,62.82,-37.8139718,144.9847561,5,19404.82,Winter,True,1.0221,"frustrating i sent it back. the microphone didn't work, and it didn't have a olivia battery in it.",False
ORD320362,ID2189382617,2019-05-09,Nickolson,"[('Toshika 750', 2), ('pearTV', 2), ('Universe Note', 1)]",24710,80.06,-37.80822420000001,144.97598259999995,5,23554.56,Autumn,True,1.2856,"five stars great shape, just what i expected.",True
ORD316806,ID2272190620,2019-11-03,Bakers,"[('Lucent 330S', 1), ('Olivia x460', 2), ('Thunder line', 2)]",8040,157.695,-37.7998153,144.9886964,0,8197.695,Spring,True,1.2707,success nicely packaged and an easy set up! thank you!! i saved money with your product!!,True
ORD092702,ID6167357849,2019-09-22,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 2)]",6820,104.62,-37.8089992,144.97210900000005,15,5901.62,Spring,True,1.0916,good cheap phone good cheap phone,True
ORD479499,ID4283908124,2019-10-05,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 2)]",4910,64.64,-37.8084589,144.9785084,15,4238.14,Spring,False,1.3761,one star not sprint compatible......need to say what it would be compatible with in the blurb about the phone.,False
ORD192997,ID2347234661,2019-08-18,Thompson,"[('Alcon 10', 1), ('iStream', 2)]",9250,64.02,-37.8124804,144.93620790000003,0,9314.02,Winter,False,0.9554,fun taking to the tv. works good. it’s a little confusing moving around the programs.,True
ORD306667,ID1449431625,2019-10-15,Nickolson,"[('Toshika 750', 1), ('Thunder line', 1)]",6500,60.18,-37.813381,144.97386930000005,10,5910.18,Spring,False,0.6936,sin garantia! no tiene garantia!,False
ORD325972,ID0595594349,2019-10-10,Nickolson,"[('pearTV', 2), ('Olivia x460', 1)]",13845,78.09,-37.8102909,144.9692455,15,11846.34,Spring,False,0.9248,better than advertised! came in original box with all original equipment. was brand new condition!,True
ORD000571,ID4716795332,2019-08-15,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 2), ('iAssist Line', 1)]",22585,62.77,-37.8192834,144.95270119999995,5,21518.52,Winter,False,0.887,love my tablet easy to work and have no problem with down loads.and lite weight.,True
ORD037641,ID5002595112,2019-03-29,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 2), ('Olivia x460', 2)]",7135,48.08,-37.8120825,144.95336569999995,10,6469.58,Autumn,False,0.5576,sad joke. worthless.,False
ORD364788,ID1224869049,2019-08-03,Thompson,"[('iAssist Line', 1), ('pearTV', 2), ('iStream', 2), ('Thunder line', 1)]",17325,62.66,-37.8135741,144.94118480000003,10,15655.16,Winter,False,0.5271,"five stars nothing to complain about. delivery on time, phone works perfectly.",True
ORD048724,ID1479930094,2019-10-25,Thompson,"[('Universe Note', 1), ('Lucent 330S', 1), ('Olivia x460', 2), ('Alcon 10', 2)]",25030,104.54,-37.8209742,144.9550739,15,21380.04,Spring,True,1.1616,overall a nice product for traveling purposes value for money,True
ORD389802,ID3121558868,2019-02-09,Bakers,"[('Candle Inferno', 2), ('Toshika 750', 2), ('Universe Note', 1), ('Lucent 330S', 2)]",15410,70.6,-37.8047683,144.9981308,25,11628.1,Summer,False,0.6353,bought for husband to replace his old one. uses it all the time and would recommend.,True
ORD242970,ID0419481485,2019-01-05,Bakers,"[('Toshika 750', 2), ('iAssist Line', 1)]",10865,74.64,-37.8187148,144.9970697,25,8223.39,Summer,False,0.9839,this was a surprise when we opened it up! bright and colorful!!,True
ORD461255,ID0711745634,2019-01-25,Thompson,"[('Alcon 10', 1), ('iAssist Line', 2), ('Olivia x460', 2)]",15850,53.92,-37.815309,144.9459185,5,15111.42,Summer,False,0.3104,no ear and head phone provided no ear and head phone provided. ordered for us version with us charging unit but provided indian charging unit,False
ORD228474,ID0579966426,2019-03-26,Thompson,"[('Universe Note', 1), ('Toshika 750', 2), ('Candle Inferno', 2)]",12950,64.04,-37.8107929,144.9447828,10,11719.04,Autumn,False,0.2902,j3 great product,True
ORD240368,ID0358731576,2019-09-16,Nickolson,"[('iStream', 2), ('Alcon 10', 2)]",18200,106.19,-37.819802,144.9844123,0,18306.19,Spring,True,1.3137,good size screen and gets good range for voice commands. sometimes it picks up weird commands when i'm watching tv though. great product for the price if you don't need the big show screen.,True
ORD236778,ID0575469226,2019-05-07,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 1)]",6770,80.66,-37.8186433,144.9798535,15,5835.16,Autumn,True,0.906,"it has a very good software. and also a good hardware, the selfie campera si good point of design very good smartphone. it has a very good software.",True
ORD027708,ID2190567601,2019-05-06,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 2), ('Candle Inferno', 2), ('iStream', 2)]",8070,77.68,-37.8180206,144.96488530000005,25,6130.18,Autumn,True,0.4152,"not 4 g as advertised, update: 4g enabled! like the size of the phone and the ease of setting it up. disappointed that both sim slots only support 3g. while 3g will work, phone was advertised as having 4g on sim 1. update: found apn settings from another phone which enabled 4g!",True
ORD379988,ID0660947669,2019-02-08,Nickolson,"[('Thunder line', 1), ('Olivia x460', 1), ('Lucent 330S', 1), ('Candle Inferno', 2)]",5495,71.65,-37.8194684,144.96374680000002,10,5017.15,Summer,False,0.5196,like very good phone and not to expensive,True
ORD331736,ID3189789230,2019-09-16,Nickolson,"[('Thunder line', 2), ('iAssist Line', 2), ('pearTV', 1)]",15120,93.78,-37.8019515,144.9683576,15,12945.78,Spring,True,1.8557,disappointing! looked bad. ended up returning.,False
ORD152826,ID0243097403,2019-12-10,Nickolson,"[('Thunder line', 2), ('Lucent 330S', 2), ('Toshika 750', 1), ('Candle Inferno', 2)]",12000,70.29,-37.8195507,144.9636518,25,9070.29,Summer,False,0.5295,five stars it came looks like new it work right away i'm happy with it,True
ORD074130,ID6167357868,2019-11-26,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 2)]",13400,60.79,-37.8134528,144.9738281,0,13460.79,Spring,False,0.6849,do not buy came an empty box without phone!!!,False
ORD139584,ID2090732593,2019-11-19,Bakers,"[('Alcon 10', 1), ('iStream', 2), ('Lucent 330S', 2), ('Thunder line', 2)]",16070,52.885,-37.8042041,144.9815666,0,16122.885,Spring,True,1.3639,"fair price battary life was around 90%, some skratches on the screen, though for value of money its quite fair : )",True
ORD085558,ID0912832700,2019-02-21,Nickolson,"[('Thunder line', 2), ('Olivia x460', 1), ('Lucent 330S', 1)]",6815,70.86,-37.8177379,144.9787149,0,6885.86,Summer,False,0.8115,in love i am in love with this phone. battery lasts forever.,True
ORD105233,ID0711333336,2019-09-03,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('Universe Note', 2), ('Alcon 10', 1)]",18505,87.21,-37.8070076,144.95789530000005,10,16741.71,Spring,True,1.1421,lost time not good,False
ORD384846,ID2236727766,2019-12-28,Bakers,"[('Toshika 750', 2), ('Universe Note', 2), ('Olivia x460', 1), ('iStream', 1)]",16915,73.36,-37.8108897,145.0041087,25,12759.61,Summer,False,0.787,"the price is great.  was having trouble with it hearing me from across a room, but after moving it to another spot, it seems to be working fine.  will buy some more. want 1 in every room.",True
ORD204233,ID0844490767,2019-03-31,Thompson,"[('pearTV', 1), ('Lucent 330S', 2)]",8770,66.26,-37.8206703,144.94887219999995,0,8836.26,Autumn,False,0.9042,received it quickly with easy to use set up and instructions have had this phone for quite some time and purchased it because it could be used with the straight talk service. received it quickly with easy to use set up and instructions.,True
ORD052978,ID2555393251,2019-11-02,Bakers,"[('Universe Note', 2), ('Candle Inferno', 1), ('Olivia x460', 2), ('Toshika 750', 2)]",18420,107.0,-37.7989448,144.9866148,10,16685.0,Spring,True,1.4449,would like to have louder ring tone i.e.more volum ive found this phones qualty to be exelent . could use louder ring tone volum.i do like the clarity and brightness very easy to read.and being a clam shell i dont axidently push buttons witch is a aluss for me very sadisfiide with it,True
ORD176454,ID3268160215,2019-06-23,Nickolson,"[('Olivia x460', 2), ('iStream', 2)]",2750,80.98,-37.8242522,144.98656469999997,0,2830.98,Winter,True,1.6232,"works awesome it’s new and works well, thank you",True
ORD334490,ID5421990708,2019-08-07,Thompson,"[('Toshika 750', 2), ('Thunder line', 2)]",13000,52.65,-37.8039273,144.95734040000005,5,12402.65,Winter,False,1.3281,"returned not worth the money, cheap and outdated.",False
ORD282993,ID2312383364,2019-10-13,Bakers,"[('Universe Note', 2), ('iStream', 1)]",7050,105.03,-37.8086738,145.0074977,25,5392.53,Spring,True,1.0887,good phone it's a good phone in this price.,True
ORD142481,ID2188399793,2019-07-20,Nickolson,"[('iAssist Line', 2), ('iStream', 1), ('Candle Inferno', 1)]",5030,63.85,-37.8121085,144.97048049999995,0,5093.85,Winter,False,0.7267,great for the pricr it was great for the price,True
ORD099636,ID1964021902,2019-08-25,Nickolson,"[('iAssist Line', 1), ('Universe Note', 1), ('Candle Inferno', 2), ('Thunder line', 1)]",8715,48.35,-37.8179663,144.9661046,15,7456.1,Winter,False,0.311,"universe s8 no auto-focus i've been using my cell for two and a half months and the camera auto focus system suddenly stopped working. it wont focus either on normal camera o selfie camera, i have to tap the phone in order for it to focus. i am very disappointed with this problem.",False
ORD257705,ID3431070188,2019-08-03,Bakers,"[('iAssist Line', 2), ('Universe Note', 2)]",11350,39.005,-37.8169324,145.0029929,25,8551.505,Winter,True,1.0305,five stars works wonderfully. i got this phone a few days before it was suppose to arrive. thanks!,True
ORD332712,ID0580321412,2019-10-27,Thompson,"[('Lucent 330S', 1), ('Candle Inferno', 1), ('iAssist Line', 1), ('Olivia x460', 2)]",6335,105.52,-37.80555,144.9353969,25,4856.77,Spring,True,1.2971,"perfect phone for you . good phone, good battery life, everything about the phone is perfect.",True
ORD013562,ID0440506809,2019-04-30,Bakers,"[('Olivia x460', 1), ('Thunder line', 2), ('Universe Note', 2), ('iStream', 1)]",12635,66.26,-37.8033937,144.9830858,15,10806.01,Autumn,False,1.2967,"a cheap good phone it is a cheap phone, does what you want -- making call. so far so good, don't expect much from it. the manual is a little hard to setup.",True
