order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer,shopping_cart_parsed
ORD054009,ID0030944133,2019-06-29,Bakers,"[('Olivia x460', 1), ('Lucent 330S', 1), ('Candle Inferno', 2), ('pearTV', 2)]",15935.0,75.33,-37.8109999,144.99120349999995,0,16010.33,Winter,True,0.3715,its also a pretty good mp3 player too decent phone for a decent price. gets the job done! its also a pretty good mp3 player too!,1,"[('Olivia x460', 1), ('Lucent 330S', 1), ('Candle Inferno', 2), ('pearTV', 2)]"
ORD361339,ID3210156254,2019-06-05,Thompson,"[('pearTV', 2), ('Universe Note', 2), ('iAssist Line', 1)]",16308.75,63.13009628784664,-37.80806079999999,144.9490295,25,16373.51,Winter,False,0.5416,so far it’s perfect. not a scratch or dent anywhere i have had my phone for a week now . so far it’s perfect. not a scratch or dent anywhere. so far it runs perfectly. will keep updated if anything changes.,1,"[('pearTV', 2), ('Universe Note', 2), ('iAssist Line', 1)]"
ORD370645,ID0582798839,2019-08-04,Nickolson,"[('Alcon 10', 2), ('Toshika 750', 1), ('iAssist Line', 2), ('pearTV', 2)]",37325.5,62.89,-37.8196171,144.9791999,5,37388.39,Winter,True,0.8561,june update!!! 2/5 stars freeze up and restarts on its own. i don't understand why or how but i'm disappointed and dissatisfied as a consumer. i need some answers or swap for another alcon please.,0,"[('Alcon 10', 2), ('Toshika 750', 1), ('iAssist Line', 2), ('pearTV', 2)]"
ORD144868,ID0582798837,2019-03-02,Nickolson,"[('Olivia x460', 1), ('iStream', 1), ('Thunder line', 2)]",4301.25,79.08,-37.819704,144.9791275,25,4380.33,Autumn,True,0.8511,"i love these, i have 2 lines and one thunder. for a medium size rooms these are loud enough without external speakers although i do use external for the lines.",1,"[('Olivia x460', 1), ('iStream', 1), ('Thunder line', 2)]"
ORD440241,ID0581784158,2019-08-08,Thompson,"[('Thunder line', 2), ('Olivia x460', 2), ('Candle Inferno', 2)]",6903.0,65.82,-37.8077414,144.9397185,10,6968.82,Winter,False,0.8481,"phone is unlocked & perfect for the price phone is unlocked for sure, good for the price and works perfectly , it takes great pictures & the sound is not bad at all .i bought it as a gift for my mother. windows phones are easy for daily use.",1,"[('Thunder line', 2), ('Olivia x460', 2), ('Candle Inferno', 2)]"
ORD184502,ID0577522818,2019-07-22,Nickolson,"[('Toshika 750', 1), ('Candle Inferno', 1), ('Alcon 10', 2)]",21517.5,64.71,-37.8227754,144.9743881,5,21582.21,Winter,False,0.6304,amazing features!!! worth it!!!!,1,"[('Toshika 750', 1), ('Candle Inferno', 1), ('Alcon 10', 2)]"
ORD342263,ID3215106498,2019-04-18,Thompson,"[('Universe Note', 2), ('Alcon 10', 1), ('Candle Inferno', 2)]",15874.5,79.04884329340611,-37.8078094,144.9524805,5,15955.65,Autumn,True,0.7209,"good phone tuff phone , i've dropped it several times while working in my garage. (dropped on cement floor). phone still works great.",1,"[('Universe Note', 2), ('Alcon 10', 1), ('Candle Inferno', 2)]"
ORD243094,ID0582560124,2019-07-26,Nickolson,"[('iStream', 1), ('Candle Inferno', 1), ('Lucent 330S', 2), ('iAssist Line', 1)]",3948.75,65.40986575012842,-37.82218510000001,144.9786566,25,4017.97,Winter,False,0.8949,better than i expected for the price. works good and i would fully recommend,1,"[('iStream', 1), ('Candle Inferno', 1), ('Lucent 330S', 2), ('iAssist Line', 1)]"
ORD430192,ID2658548177,2019-12-08,Thompson,"[('iAssist Line', 2), ('Candle Inferno', 1)]",3660.0,101.21,-37.8036661,144.9630279,25,3761.21,Summer,True,1.7249,promoting i would like to promote this product. i’m an instagram reviewer.,1,"[('iAssist Line', 2), ('Candle Inferno', 1)]"
ORD133211,ID6167247295,2019-05-29,Nickolson,"[('iStream', 2), ('Thunder line', 2)]",3495.0,50.07,-37.818629,144.9629936,25,3545.07,Autumn,False,0.5766,one star this phone came defective! do not buy it never even turned on. had to return,0,"[('iStream', 2), ('Thunder line', 2)]"
ORD001064,ID2174950794,2019-05-15,Thompson,"[('iAssist Line', 1), ('Thunder line', 1)]",4184.75,80.11,-37.8189732,144.9542227,5,4264.86,Autumn,True,0.9421,"purchased for my sister for reading books, internet and games - perfect for beginners and novices. easy to use. would be a five if available with 4g",1,"[('iAssist Line', 1), ('Thunder line', 1)]"
ORD176431,ID0202767925,2019-08-12,Thompson,"[('Toshika 750', 1), ('Olivia x460', 2), ('Universe Note', 1), ('Lucent 330S', 1)]",8587.5,74.23,-37.8046136,144.92312719999995,25,8661.73,Winter,False,2.2888,great quality as advertised,1,"[('Toshika 750', 1), ('Olivia x460', 2), ('Universe Note', 1), ('Lucent 330S', 1)]"
ORD023928,ID1224804780,2019-07-02,Thompson,"[('Universe Note', 1), ('Thunder line', 1), ('pearTV', 1)]",10746.0,64.0,-37.8137617,144.9378304,10,10810.0,Winter,False,0.8214,amazing phone great seller everything was great except the delivery ... amazing phone great seller everything was great except the delivery status but that error was from ups not from the seller i recommended it 100 %,1,"[('Universe Note', 1), ('Thunder line', 1), ('pearTV', 1)]"
ORD258103,ID6207067487,2019-12-28,Nickolson,"[('Universe Note', 2), ('iStream', 2), ('Toshika 750', 2)]",14256.0,102.28,-37.8027124,144.9651559,10,14358.28,Summer,True,1.8098,five stars i love it,1,"[('Universe Note', 2), ('iStream', 2), ('Toshika 750', 2)]"
ORD297753,ID0227330419,2019-06-22,Bakers,"[('iStream', 1), ('Lucent 330S', 1), ('Universe Note', 2), ('Olivia x460', 2)]",9120.5,64.42641871981523,-37.8035321,144.99440330000004,15,9184.23,Winter,False,0.7232,love it. i have bought this phone twice and my wife now has this phone after switching from an alcon. great operating system and easy to use with lots of different features.,1,"[('iStream', 1), ('Lucent 330S', 1), ('Universe Note', 2), ('Olivia x460', 2)]"
ORD119321,ID0245531251,2019-01-19,Nickolson,"[('Toshika 750', 2), ('pearTV', 2), ('Candle Inferno', 1)]",18436.5,91.86,-37.81238610000001,144.96564840000005,15,18528.36,Summer,True,0.7717,great quality works great! my mom loves it,1,"[('Toshika 750', 2), ('pearTV', 2), ('Candle Inferno', 1)]"
ORD067178,ID0036823195,2019-10-04,Thompson,"[('Alcon 10', 2), ('iAssist Line', 2)]",21232.5,96.44,-37.813581,144.9468707,5,21328.94,Spring,True,0.10243330805084228,five stars cool,1,"[('Alcon 10', 2), ('iAssist Line', 2)]"
ORD210077,ID1479928123,2019-06-06,Thompson,"[('Lucent 330S', 1), ('Toshika 750', 1), ('pearTV', 2)]",18170.0,80.74,-37.8211811,144.955306,0,18250.74,Winter,True,1.1923,"five stars worked great, just what i needed",1,"[('Lucent 330S', 1), ('Toshika 750', 1), ('pearTV', 2)]"
ORD291458,ID4283908158,2019-06-27,Bakers,"[('pearTV', 2), ('Olivia x460', 1)]",10383.75,47.59,-37.810388,144.9990886,25,10431.34,Winter,False,0.342,bad phone phone lasted for just a month and stopped working,0,"[('pearTV', 2), ('Olivia x460', 1)]"
ORD234198,ID0387153051,2019-12-23,Thompson,"[('iAssist Line', 1), ('Olivia x460', 1)]",3105.0,97.7,-37.8004914,144.9515215,10,3202.7,Summer,True,1.4115,"feeling good, i love it huawei p30 is the best celphone that i have . love it.",1,"[('iAssist Line', 1), ('Olivia x460', 1)]"
ORD353849,ID2189485869,2019-05-31,Nickolson,"[('pearTV', 2), ('iAssist Line', 1), ('Lucent 330S', 1), ('Universe Note', 2)]",22974.999999999993,51.22,-37.81115,144.9729569,0,23026.219999999994,Autumn,False,0.8812,one star phone was 8 years old,0,"[('pearTV', 2), ('iAssist Line', 1), ('Lucent 330S', 1), ('Universe Note', 2)]"
ORD486419,ID0611991916,2019-02-13,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('Toshika 750', 2)]",9785.0,62.39,-37.8022464,144.9542159,5,9847.39,Summer,False,1.3185065285627022,stoped working altogether this one had issues from the start just didn't do well and then quit working!,0,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('Toshika 750', 2)]"
ORD000020,ID0575379890,2019-11-19,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 1), ('pearTV', 1), ('iStream', 1)]",12993.75,63.88,-37.8199186,144.9824704,25,13057.63,Spring,False,1.1456,"i had inferno hdx 8 and loved it, unfortunately got damaged and could not replace. i purchased the inferno hd 8 and exchanged n pay difference for inferno hd 10. the 8 did not have a lot of options i was used to. :(",0,"[('Toshika 750', 2), ('iAssist Line', 1), ('pearTV', 1), ('iStream', 1)]"
ORD097795,ID6197211588,2019-01-02,Thompson,"[('Universe Note', 2), ('Toshika 750', 2)]",14763.0,77.13,-37.8149802,144.93278769999995,5,14840.13,Summer,False,1.2819,this was a birthday gift to my husband. he really likes it and it does what he needs it to do,1,"[('Universe Note', 2), ('Toshika 750', 2)]"
ORD310857,ID0589472357,2019-03-24,Nickolson,"[('Universe Note', 1), ('Toshika 750', 1)]",5827.5,80.11,-37.809304,144.9728542,25,5907.61,Autumn,True,1.0743,five stars good phone,1,"[('Universe Note', 1), ('Toshika 750', 1)]"
ORD442894,ID1982442010,2019-04-14,Bakers,"[('pearTV', 2), ('Thunder line', 2), ('Candle Inferno', 1)]",17410.0,63.98,-37.8144849,144.9999191,0,17473.98,Autumn,False,0.6478,may just need a new one but great my son really loves his phone. the battery doesn't hold charge for too long...may just need a new one but great price,1,"[('pearTV', 2), ('Thunder line', 2), ('Candle Inferno', 1)]"
ORD252626,ID0702460953,2019-12-13,Thompson,"[('Olivia x460', 2), ('pearTV', 1), ('Lucent 330S', 2)]",11220.0,92.03,-37.8052165,144.9492987,0,11312.03,Summer,True,0.8529,five stars nice,1,"[('Olivia x460', 2), ('pearTV', 1), ('Lucent 330S', 2)]"
ORD324220,ID0282854610,2019-12-07,Bakers,"[('iStream', 2), ('Lucent 330S', 2), ('pearTV', 1)]",9070.0,92.81,-37.80334570000001,145.018623,0,9162.81,Summer,True,2.1864,dud! i guess i got a dud the speaker didn't work properly and the screen eventually separated definitely a refurb.,0,"[('iStream', 2), ('Lucent 330S', 2), ('pearTV', 1)]"
ORD494384,ID1132014902,2019-01-03,Thompson,"[('pearTV', 1), ('Candle Inferno', 1), ('Thunder line', 1), ('Lucent 330S', 2)]",10811.0,73.68,-37.8149626,144.9449653,5,10884.68,Summer,True,0.3149,"defective charger doesn't work (charging port itself is okay, but obviously scratched inside) and the microphone doesn't work at all. the motherboard has to be replaced to fix the mic defect, it is a $599 repair. willl be returning.",0,"[('pearTV', 1), ('Candle Inferno', 1), ('Thunder line', 1), ('Lucent 330S', 2)]"
ORD207084,ID1964021898,2019-08-16,Nickolson,"[('Universe Note', 1), ('iStream', 2)]",3750.0,60.54,-37.8179814,144.9668924,0,3810.54,Winter,False,0.2436,great it is exactly that i needed. the cells works pretty well,1,"[('Universe Note', 1), ('iStream', 2)]"
ORD156292,ID0709951238,2019-01-13,Thompson,"[('Thunder line', 2), ('Candle Inferno', 1), ('Olivia x460', 2), ('Toshika 750', 2)]",15880.0,94.87,-37.8114352,144.935431,0,15974.87,Summer,True,1.0327,four stars good quality phone easy to use.,1,"[('Thunder line', 2), ('Candle Inferno', 1), ('Olivia x460', 2), ('Toshika 750', 2)]"
ORD174686,ID0370750746,2019-11-24,Bakers,"[('Alcon 10', 1), ('Toshika 750', 1), ('Thunder line', 2)]",17630.0,77.76,-37.8120936,144.9886721,0,17707.76,Spring,False,0.6224,battery life and screen is good. pretty smooth for a two year old phone. a good phone in good condition. battery life shows 100%. very minor scratches here and there that you’ll never notice. will update the review in a few months to let you know whether the performance is still good.,1,"[('Alcon 10', 1), ('Toshika 750', 1), ('Thunder line', 2)]"
ORD284086,ID0554240025,2019-04-10,Thompson,"[('Universe Note', 2), ('iAssist Line', 2), ('Toshika 750', 1)]",11752.5,50.93,-37.8210441,144.94726459999995,25,11803.43,Autumn,False,0.932,please contact me awfull the cell phone have many problems. i need a refund of my money.,0,"[('Universe Note', 2), ('iAssist Line', 2), ('Toshika 750', 1)]"
ORD031993,ID0702451855,2019-07-07,Thompson,"[('iAssist Line', 1), ('Olivia x460', 2), ('pearTV', 2)]",16430.25,65.34,-37.8044144,144.9421387,5,16495.59,Winter,False,1.0165,no tuve dificultadea todo genial s9 genial,1,"[('iAssist Line', 1), ('Olivia x460', 2), ('pearTV', 2)]"
ORD462874,ID2006034702,2019-01-27,Bakers,"[('Universe Note', 1), ('Toshika 750', 1), ('Alcon 10', 2), ('pearTV', 1)]",31980.0,74.26,-37.8009869,144.99833669999995,0,32054.26,Summer,False,1.0394,buy it nice purchase,1,"[('Universe Note', 1), ('Toshika 750', 1), ('Alcon 10', 2), ('pearTV', 1)]"
ORD010887,ID2755217882,2019-10-18,Bakers,"[('Candle Inferno', 1), ('Toshika 750', 2)]",9070.0,100.61,-37.8048505,144.9935105,0,9170.61,Spring,True,0.5925,five stars nice outlook,1,"[('Candle Inferno', 1), ('Toshika 750', 2)]"
ORD264559,ID0781082364,2019-08-06,Bakers,"[('Alcon 10', 1), ('iAssist Line', 2), ('pearTV', 1)]",14782.5,74.62,-37.8254859,145.0151583,25,14857.12,Winter,False,2.4584,great gift! dd’s phone was on battery vapors :( so this phone was perfect for her. she’s had it for 1 1/2 months with no complaints.,1,"[('Alcon 10', 1), ('iAssist Line', 2), ('pearTV', 1)]"
ORD000723,ID2143504472,2019-06-23,Thompson,"[('Lucent 330S', 1), ('Thunder line', 1), ('Toshika 750', 2)]",12050.0,63.35,-37.8155372,144.9491831,0,12113.35,Winter,False,0.3691,good value at a very affordable price. can't beat it.,1,"[('Lucent 330S', 1), ('Thunder line', 1), ('Toshika 750', 2)]"
ORD219010,ID0992113516,2019-02-25,Nickolson,"[('Universe Note', 1), ('Olivia x460', 2)]",4425.0,66.34,-37.82059870000001,144.9680563,25,4491.34,Summer,False,0.2589,three stars nice,1,"[('Universe Note', 1), ('Olivia x460', 2)]"
ORD326206,ID1492149374,2019-05-29,Thompson,"[('iAssist Line', 2), ('pearTV', 1)]",10760.0,76.28,-37.81317960000001,144.95153249999996,0,10836.28,Autumn,True,0.3966,very pleased! has been great so far. takes long to turn on thou.,1,"[('iAssist Line', 2), ('pearTV', 1)]"
ORD271878,ID4754200366,2019-03-22,Thompson,"[('pearTV', 1), ('Thunder line', 2)]",10670.0,67.96,-37.8149888,144.92745530000005,0,10737.96,Autumn,False,1.744,looks like new this phone looks and feels brand new battery life is very good. operates correctly. activation was very simple through the verizon store.,1,"[('pearTV', 1), ('Thunder line', 2)]"
ORD296677,ID4520380526,2019-03-30,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('Universe Note', 1)]",6093.0,64.59,-37.8146652,144.957788,10,6157.59,Autumn,False,0.9684,oldie but goodie excellent smart phone for most everything a person need to do. even though this is an older model it works great year after year,1,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('Universe Note', 1)]"
ORD427311,ID0575556331,2019-03-17,Nickolson,"[('iAssist Line', 2), ('pearTV', 2), ('Thunder line', 2), ('Lucent 330S', 1)]",19261.0,66.98,-37.82614279999999,144.9850278,15,19327.98,Autumn,True,1.5994,"compared to an equally inexpensive rca tablet, this one has more limitations in the apps you can get. i was disappointed in its utility and prefer the rca tablet over this one.",0,"[('iAssist Line', 2), ('pearTV', 2), ('Thunder line', 2), ('Lucent 330S', 1)]"
ORD157536,ID1463620784,2019-07-24,Bakers,"[('Alcon 10', 1), ('pearTV', 2), ('Candle Inferno', 2)]",22430.0,68.32,-37.8184589,145.0076859,0,22498.32,Winter,False,1.4446,"good phone good phone, but i actually like the prior generation more it feels more like a phone/tablet and has a wider screen , but this phone is good and more convent to carry around",1,"[('Alcon 10', 1), ('pearTV', 2), ('Candle Inferno', 2)]"
ORD420831,ID2272185756,2019-04-12,Bakers,"[('iAssist Line', 2), ('Candle Inferno', 2)]",3982.5,70.07,-37.815037,145.0142875,25,4052.57,Autumn,False,1.765308421226598,better than antcipated all the bells & whistles for half the price of a “new” one. came with a screen protector on it & 98% battery health. couldn’t have done better anywhere. completely unlocked & ready to rock. faceid works flawlessly & so did everything else- as advertised.,1,"[('iAssist Line', 2), ('Candle Inferno', 2)]"
ORD197060,ID0591233716,2019-07-21,Thompson,"[('Toshika 750', 2), ('iAssist Line', 2), ('Thunder line', 1)]",11452.5,68.89,-37.82437279999999,144.95251059999995,25,11521.39,Winter,False,1.3859702984309854,good fast shipment. good phone,1,"[('Toshika 750', 2), ('iAssist Line', 2), ('Thunder line', 1)]"
ORD486107,ID0227324713,2019-11-06,Bakers,"[('iAssist Line', 2), ('pearTV', 2)]",17070.0,75.2,-37.8042242,144.9934496,0,17145.2,Spring,False,0.6614,great value for the pricing...black friday special,1,"[('iAssist Line', 2), ('pearTV', 2)]"
ORD164492,ID6084169541,2019-11-06,Thompson,"[('Toshika 750', 1), ('pearTV', 1)]",10098.5,109.46,-37.8024391,144.96335159999995,5,10207.96,Spring,True,1.8299,five stars all ok,1,"[('Toshika 750', 1), ('pearTV', 1)]"
ORD338698,ID0575386414,2019-12-01,Nickolson,"[('Candle Inferno', 2), ('Toshika 750', 1), ('Thunder line', 2), ('iAssist Line', 1)]",8823.75,100.78,-37.82013679999999,144.98441359999995,25,8924.53,Summer,True,1.3182,love it... can't stop using it..,1,"[('Candle Inferno', 2), ('Toshika 750', 1), ('Thunder line', 2), ('iAssist Line', 1)]"
ORD018892,ID0880187088,2019-12-15,Thompson,"[('iStream', 1), ('Toshika 750', 2), ('Lucent 330S', 2)]",11250.0,101.13,-37.8018643,144.9584873,0,11351.13,Summer,True,1.5672,five stars very satisfied.,1,"[('iStream', 1), ('Toshika 750', 2), ('Lucent 330S', 2)]"
ORD209888,ID4973179167,2019-05-14,Thompson,"[('pearTV', 1), ('iAssist Line', 2), ('Alcon 10', 2), ('Lucent 330S', 1)]",22417.5,68.15,-37.8051813,144.9614811,25,22485.65,Autumn,False,1.5173,four stars nice job,1,"[('pearTV', 1), ('iAssist Line', 2), ('Alcon 10', 2), ('Lucent 330S', 1)]"
ORD403501,ID2174963246,2019-05-11,Thompson,"[('iStream', 2), ('Thunder line', 2), ('Olivia x460', 2)]",6399.0,77.76,-37.8190279,144.95433799999995,10,6476.76,Autumn,True,0.9534,get ready for countless updates but it's actually worth it. just came today its beautiful we used to have a note 5 & really loved the phone the only thing is once it was powerd & had the sim card it had software updates like 10 times!,1,"[('iStream', 2), ('Thunder line', 2), ('Olivia x460', 2)]"
ORD134939,ID1691676459,2019-05-15,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 2)]",20360.0,66.03359083797545,-37.8073287,144.9687324,0,20425.52,Autumn,True,1.2562,"the olivia universe s7 edge has a problem with dropped ... the olivia universe s7 edge has a problem with dropped calls and olivia knows about this problem, why didn't olivia do a recall on the phone or replace the phone?",0,"[('Lucent 330S', 2), ('Alcon 10', 2)]"
ORD120582,ID0575518666,2019-05-29,Nickolson,"[('Alcon 10', 1), ('Olivia x460', 1), ('Lucent 330S', 2)]",12635.0,66.84,-37.82132360000001,144.9833803,0,12701.84,Autumn,False,1.2534,waterproof great phone,1,"[('Alcon 10', 1), ('Olivia x460', 1), ('Lucent 330S', 2)]"
ORD470271,ID0053132171,2019-01-30,Thompson,"[('Universe Note', 2), ('Toshika 750', 1)]",11220.0,99.94,-37.7994315,144.9530465,0,11319.94,Summer,True,1.565,bixby is bloatware! good phone. the only minus is bixby bloatware.,1,"[('Universe Note', 2), ('Toshika 750', 1)]"
ORD036642,ID3146808115,2019-05-15,Bakers,"[('iAssist Line', 1), ('Universe Note', 1), ('Thunder line', 1)]",7069.5,79.46,-37.8095154,144.983081,10,7148.96,Autumn,True,1.07,"great phone. as described in specifications and description great phone, specially at the affordable cost, so far i have no complaints and have been using alcon since the 1st to the alcon 7 who disappointed me.",1,"[('iAssist Line', 1), ('Universe Note', 1), ('Thunder line', 1)]"
ORD213415,ID0299029626,2019-02-22,Bakers,"[('pearTV', 1), ('Thunder line', 2), ('iStream', 2)]",10421.5,84.88,-37.79921210000001,145.0052504,5,10506.38,Summer,True,1.4891,is not unlocked i can’t make calls i try other sim cards but is not reading it,0,"[('pearTV', 1), ('Thunder line', 2), ('iStream', 2)]"
ORD295524,ID4716795139,2019-07-11,Thompson,"[('Lucent 330S', 1), ('pearTV', 2), ('Thunder line', 2), ('iStream', 2)]",16659.0,76.13,-37.81900200000001,144.9528299,10,16735.13,Winter,True,0.8677,everything worked out great. i had to replace a broken one enjoying ... everything worked out great.i had to replace a broken one enjoying the phone.,1,"[('Lucent 330S', 1), ('pearTV', 2), ('Thunder line', 2), ('iStream', 2)]"
ORD207246,ID4362288153,2019-07-05,Thompson,"[('Lucent 330S', 1), ('iStream', 1)]",1310.9999999999943,84.08,-37.8012758,144.96375030000004,5,1329.5299999999945,Winter,True,1.9396,boost mobile? does this work for boost mobile?,1,"[('Lucent 330S', 1), ('iStream', 1)]"
ORD390697,ID1889198990,2019-06-05,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 1), ('Alcon 10', 1), ('pearTV', 2)]",22316.75,64.25,-37.82305,144.95599,15,22381.0,Winter,True,1.2915,phone didn’t work. called shipper and had no response. verizon does not support this phone anymore,0,"[('Lucent 330S', 2), ('iAssist Line', 1), ('Alcon 10', 1), ('pearTV', 2)]"
ORD028267,ID2181275329,2019-04-04,Nickolson,"[('Olivia x460', 2), ('Thunder line', 2), ('Toshika 750', 2), ('iStream', 2)]",14962.5,80.97,-37.809828,144.9628071,5,15043.47,Autumn,True,1.142,very good phone its a damn good phone that comes with the peace of mind of you getting regular and on time update.,1,"[('Olivia x460', 2), ('Thunder line', 2), ('Toshika 750', 2), ('iStream', 2)]"
ORD267448,ID0294625074,2019-12-15,Nickolson,"[('Lucent 330S', 1), ('pearTV', 2)]",13157.5,72.59,-37.818884,144.9637335,5,13230.09,Summer,False,0.5126,love the phone for some reason there was ants in the box but other then that everything else was great phone works perfect,1,"[('Lucent 330S', 1), ('pearTV', 2)]"
ORD385664,ID0598400059,2019-01-05,Nickolson,"[('iAssist Line', 2), ('Thunder line', 2)]",7488.5,71.23,-37.8140249,144.9644216,15,7559.73,Summer,False,0.6799,i love the thunder spot!,1,"[('iAssist Line', 2), ('Thunder line', 2)]"
ORD447309,ID0575384678,2019-09-09,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 1), ('pearTV', 1)]",17720.0,76.76,-37.8193899,144.9818883,0,17796.76,Spring,False,1.0885,awesome sauce!!!! it was what i expected!!!...,1,"[('Lucent 330S', 2), ('Alcon 10', 1), ('pearTV', 1)]"
ORD436639,ID1492145801,2019-05-22,Thompson,"[('Thunder line', 1), ('pearTV', 1)]",8065.5,63.3,-37.8125749,144.95113669999995,5,8128.8,Autumn,False,0.3579,handy to use and size is good. it's light weight and that's important.,1,"[('Thunder line', 1), ('pearTV', 1)]"
ORD086503,ID5402876168,2019-01-21,Nickolson,"[('Toshika 750', 2), ('iStream', 1)]",7471.5,69.9,-37.81989,144.97692780000003,15,7541.4,Summer,False,0.6645,"genial! genial, lucentrola, es genial, y con este terminal juntaron estetica y funcionalidad, muy recomendable",1,"[('Toshika 750', 2), ('iStream', 1)]"
ORD117193,ID4544561903,2019-10-25,Nickolson,"[('Toshika 750', 1), ('iStream', 1), ('iAssist Line', 1), ('Universe Note', 1)]",8623.25,61.53,-37.8112768,144.9730519,15,8684.78,Spring,False,0.8709,"slow, advertisements on home screen are annoying can be stopped for a fee",0,"[('Toshika 750', 1), ('iStream', 1), ('iAssist Line', 1), ('Universe Note', 1)]"
ORD020985,ID0227770439,2019-09-10,Bakers,"[('Thunder line', 2), ('Olivia x460', 1), ('iAssist Line', 2), ('Candle Inferno', 1)]",9941.75,79.4,-37.8013589,144.986982,5,10021.15,Spring,False,1.2045,nice a good phone thank you,1,"[('Thunder line', 2), ('Olivia x460', 1), ('iAssist Line', 2), ('Candle Inferno', 1)]"
ORD354334,ID0114268737,2019-05-07,Bakers,"[('Lucent 330S', 1), ('iStream', 2), ('Thunder line', 1)]",3709.999999999995,68.03,-37.8035716,145.0113,0,3778.029999999995,Autumn,False,1.5838,five stars great phone for a great price.,1,"[('Lucent 330S', 1), ('iStream', 2), ('Thunder line', 1)]"
ORD076311,ID4520380522,2019-05-30,Thompson,"[('Universe Note', 1), ('Olivia x460', 2), ('iStream', 2), ('Lucent 330S', 2)]",7794.0,65.59,-37.811841,144.9564872,10,7859.59,Autumn,False,0.8334,excellent great deal and it works just fine nice phone for the price.,1,"[('Universe Note', 1), ('Olivia x460', 2), ('iStream', 2), ('Lucent 330S', 2)]"
ORD478794,ID0103116449,2019-07-21,Thompson,"[('iStream', 2), ('Thunder line', 2)]",4427.0,77.39,-37.8133726,144.9564472,5,4504.39,Winter,True,0.8284,"great purchase the olivia a70 is an affordable phone with good features for a ""budget"" phone",1,"[('iStream', 2), ('Thunder line', 2)]"
ORD040651,ID1725216590,2019-03-31,Nickolson,"[('iAssist Line', 2), ('Candle Inferno', 1), ('pearTV', 2)]",16625.0,68.71,-37.80343720000001,144.9650283,5,16693.71,Autumn,False,1.7336,amazing phone would recommend it amazing phone. so i've had this phone now for a few weeks and it is amazing works perfect and the picture and sound quality come out amazing i havent experienced any issues at all with it. i have been using it on the metro network,1,"[('iAssist Line', 2), ('Candle Inferno', 1), ('pearTV', 2)]"
ORD258743,ID2185303479,2019-09-17,Thompson,"[('Universe Note', 1), ('Candle Inferno', 1), ('Olivia x460', 1)]",4594.5,69.13,-37.7997643,144.935714,10,4663.63,Spring,False,1.7499,bad no work good,0,"[('Universe Note', 1), ('Candle Inferno', 1), ('Olivia x460', 1)]"
ORD053713,ID1545387649,2019-11-23,Thompson,"[('Olivia x460', 1), ('pearTV', 2), ('Thunder line', 1), ('Lucent 330S', 2)]",15712.25,93.95,-37.8009923,144.9566858,15,15806.2,Spring,True,1.5512,bullshits... dnt even think about it.. garbage to the fullest.. last only 2 months,0,"[('Olivia x460', 1), ('pearTV', 2), ('Thunder line', 1), ('Lucent 330S', 2)]"
ORD080077,ID4633638474,2019-11-01,Thompson,"[('Candle Inferno', 2), ('Toshika 750', 1)]",4403.0,75.6831668634467,-37.806344,144.944386,15,4478.44,Spring,False,0.743,todo 10 pts todo perfecto,1,"[('Candle Inferno', 2), ('Toshika 750', 1)]"
ORD028202,ID4716795613,2019-11-14,Thompson,"[('iAssist Line', 2), ('Thunder line', 2)]",8810.0,86.19,-37.8191633,144.952788,0,8896.19,Spring,True,0.8803,scratches there are visible scratches all over this phone.,0,"[('iAssist Line', 2), ('Thunder line', 2)]"
ORD372846,ID0287629333,2019-04-10,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 2), ('pearTV', 1), ('Universe Note', 1)]",16670.0,66.02965694478995,-37.8037458,144.95176630000003,0,16736.81,Autumn,False,1.0762,"great phone, no complaints yet like the phone, great display, 512gb is great, snappy processor, stereo speakers sound good if you don't want to pair to a speaker, ablility to add storage a definite plus.",1,"[('iAssist Line', 2), ('Lucent 330S', 2), ('pearTV', 1), ('Universe Note', 1)]"
ORD451106,ID6197209809,2019-05-09,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 2)]",2760.0,53.95,-37.8180835,144.92930149999995,25,2813.95,Autumn,False,1.6745,nunca llegó el teléfono lo compré para una amiga y nunca llegó,0,"[('Lucent 330S', 1), ('Olivia x460', 2)]"
ORD167324,ID1466671804,2019-02-19,Thompson,"[('Lucent 330S', 1), ('iStream', 1), ('pearTV', 1)]",5767.5,107.00704435005859,-37.8262599,144.9288674,25,5874.47,Summer,True,2.2021,five stars excellent phone. love it!,1,"[('Lucent 330S', 1), ('iStream', 1), ('pearTV', 1)]"
